DateTimeUTC,0,1,2,3,4,5,6,7,8,9
2017-01-05 20:00:00,0.5198355,-0.71448386,0.058488786,0.16700447,0.3601989,0.9596181,0.5912206,0.8268575,-0.45975137,1.0067623
2017-01-05 21:00:00,0.58647704,-0.747993,-0.0049901307,0.27925694,0.400111,0.8705481,0.58317065,0.7834512,-0.37908584,0.93597925
2017-01-05 22:00:00,0.7271576,-0.79526055,-0.262351,0.30065018,0.3256042,0.7508857,0.40039542,0.83445454,-0.28240067,0.872043
2017-01-05 23:00:00,0.73513997,-0.9419029,-0.4864548,0.31582966,0.11798167,0.61158186,0.2058225,0.78236735,-0.19256978,0.66187376
2017-01-06 00:00:00,0.6434618,-0.9651612,-0.5146636,0.21606544,0.10239035,0.60455847,0.0019227266,0.65332514,-0.22133675,0.7177265
2017-01-06 01:00:00,0.7040043,-1.186661,-0.3226733,-0.10123098,0.3039008,0.7772082,0.25457788,0.7022115,-0.40802684,0.9806679
2017-01-06 02:00:00,0.7715696,-1.340108,-0.27196702,-0.06446999,0.3114031,0.8399486,0.30946052,0.756945,-0.42429763,1.0612621
2017-01-06 03:00:00,0.8350798,-1.6184165,-0.31923226,-0.28972858,0.3975745,0.90928954,0.34549305,0.8087946,-0.5546065,1.1788387
2017-01-06 04:00:00,1.0783066,-1.918565,-0.39863262,-0.93380165,0.695716,0.9242649,0.40003425,0.9619639,-0.80269766,1.1312802
2017-01-06 05:00:00,1.0505352,-1.8227737,-0.40399793,-0.8607954,0.59910274,0.89870965,0.21699461,0.9324593,-0.7564054,1.1172049
2017-01-06 06:00:00,1.1281031,-1.8655183,-0.41000012,-1.1227869,0.7290114,0.9071869,0.32193425,1.0197554,-0.9319488,1.0883404
2017-01-06 07:00:00,0.87135434,-1.4700465,-0.31925282,-0.7224264,0.51463425,0.78769845,0.16505846,0.8068381,-0.71988845,0.9965636
2017-01-06 08:00:00,0.8261355,-1.3479934,-0.31441638,-0.5885502,0.44506386,0.7452625,0.18148717,0.74292636,-0.6848074,0.97492284
2017-01-06 09:00:00,0.4796672,-0.702366,-0.054545313,-0.29984683,0.33365038,0.746887,0.3053999,0.62402165,-0.6186104,0.98352176
2017-01-06 10:00:00,0.48534238,-1.1194086,-0.052025825,-0.45625174,0.53168607,0.9926809,0.55118275,0.8056294,-0.76455516,1.1138256
2017-01-06 11:00:00,0.21692646,-0.8568796,-0.05880925,-0.36836672,0.5189694,0.95705414,0.5138742,0.67741585,-0.69085366,0.96162254
2017-01-06 12:00:00,0.19021237,-0.7416035,-0.16919926,-0.21222699,0.5413134,0.84704906,0.47789294,0.5843857,-0.49561659,0.82740694
2017-01-06 13:00:00,0.40715194,-0.5863427,-0.27557817,0.02914846,0.40847388,0.6988867,0.30631185,0.5762989,-0.2734113,0.77962947
2017-01-06 14:00:00,0.5790582,-0.46643323,-0.5192485,0.34076846,0.18817705,0.39208692,0.09968379,0.4950436,-0.1954934,0.511335
2017-01-06 15:00:00,0.6078701,-0.5880947,-0.5892148,0.22856724,0.21822113,0.40799385,0.05301571,0.52356434,-0.29898667,0.5801532
2017-01-06 16:00:00,0.515113,-0.58204687,-0.33356103,0.11571568,0.17631158,0.5401654,0.064184636,0.4995307,-0.39097688,0.74342847
2017-01-06 17:00:00,0.6398783,-0.7805482,-0.43186113,0.066360295,0.05680698,0.51553273,0.008467674,0.5515022,-0.29860404,0.6424468
2017-01-06 18:00:00,0.516919,-0.50899583,-0.19181505,0.23972723,0.05571723,0.5558162,0.06909737,0.5671565,-0.30318835,0.7310654
2017-01-06 19:00:00,0.45653725,-0.3496526,-0.4583613,0.2773054,0.019369304,0.41622132,-0.112252146,0.5270547,-0.21517022,0.49508783
2017-01-06 20:00:00,0.43528044,-0.40197778,-0.61620533,0.3649305,0.063287154,0.22573018,-0.09282306,0.44401753,-0.2499637,0.26665318
2017-01-06 21:00:00,0.4037671,-0.37230456,-0.62830114,0.30064785,0.10630429,0.24035072,-0.074371725,0.4123498,-0.1335914,0.23496807
2017-01-06 22:00:00,0.3491609,-0.4464293,-0.660059,0.45465168,0.031336084,0.23032862,-0.11771366,0.36838388,-0.12626946,0.20763773
2017-01-06 23:00:00,0.1688211,-0.30584544,-0.5004711,0.6489838,-0.08923713,0.21466678,-0.14498666,0.32384273,-0.05870202,0.15228455
2017-01-07 00:00:00,0.20956242,-0.38427234,-0.26038018,0.6506747,-0.108142346,0.43786946,-0.13085303,0.35122687,-0.13777581,0.5201493
2017-01-07 01:00:00,0.20230997,-0.38944197,0.043997526,0.52994156,-0.04728947,0.6548798,0.079117954,0.40225387,-0.22537296,0.80074
2017-01-07 02:00:00,0.3547771,-0.41799235,0.07023132,0.29259682,-0.02230449,0.72024226,0.12402332,0.48268872,-0.26712388,0.9244463
2017-01-07 03:00:00,0.5121168,-0.6520009,0.09000012,0.16554716,0.0246571,0.7784778,0.17242932,0.5273031,-0.33207968,1.1044874
2017-01-07 04:00:00,0.62609565,-0.84692895,-0.03956738,0.10042727,0.08090657,0.76947194,0.16794902,0.5439238,-0.33531344,1.0997689
2017-01-07 05:00:00,0.5297812,-0.77357423,0.00064346194,0.15751895,0.04239419,0.71698415,0.13965109,0.50888145,-0.34074295,1.0501931
2017-01-07 06:00:00,0.14481139,-0.41446465,0.08178401,0.27704266,-0.028371781,0.67663574,0.016614586,0.3796145,-0.2651476,0.86542183
2017-01-07 07:00:00,0.15544772,-0.37629217,0.12368202,0.27005422,-0.011756852,0.6920334,0.09149507,0.38507017,-0.31955206,0.85751146
2017-01-07 08:00:00,0.19508183,-0.29375988,0.10547012,0.40484813,-0.04357242,0.71587485,0.12292683,0.43947896,-0.23827495,0.84554183
2017-01-07 09:00:00,0.13366735,-0.22401047,0.12467584,0.57852167,-0.056805477,0.6963075,0.13761508,0.42779994,-0.17212616,0.7657065
2017-01-07 10:00:00,0.1630584,-0.34314883,0.27945483,0.44395518,0.0216984,0.86173916,0.28974423,0.50624025,-0.19186886,0.96535766
2017-01-07 11:00:00,0.31195664,-0.34236783,0.32223782,0.23729253,0.118718594,0.9370497,0.37805745,0.643366,-0.24162711,1.0296142
2017-01-07 12:00:00,0.6864439,-0.44866878,0.102755874,0.062153697,0.24536034,0.8276224,0.4224695,0.82635796,-0.36535525,0.9108241
2017-01-07 13:00:00,0.73977995,-0.6054455,-0.25427213,-0.114023685,0.21243766,0.58346105,0.1546892,0.70851094,-0.38988885,0.7481259
2017-01-07 14:00:00,0.9715853,-1.1929283,-0.8741343,-0.4384749,-0.16901468,0.47197202,-0.16716471,0.8026692,-0.15782414,0.4788055
2017-01-07 15:00:00,1.2116224,-1.3660774,-0.891469,-0.46168315,-0.2995872,0.6514695,-0.24265859,0.94999397,-0.14346303,0.62524045
2017-01-07 17:00:00,0.6687981,-1.4294075,-0.48725298,-0.30400658,0.06781368,0.69845307,0.010355324,0.77793527,-0.33514586,0.87055355
2017-01-07 19:00:00,0.31799757,-0.8751689,-0.49511072,0.4266624,-0.34125143,0.50100565,-0.27013263,0.5785539,0.07349551,0.33388802
2017-01-07 20:00:00,0.13341069,-0.6752534,-0.26635292,0.690666,-0.39764994,0.45580944,-0.07917324,0.4794603,0.008690119,0.2204659
2017-01-07 21:00:00,0.079921305,-0.9123107,-0.1574718,0.48587498,-0.34999925,0.62638146,0.0026611984,0.4075297,-0.1344124,0.46115148
2017-01-07 23:00:00,1.0595137,-0.74171245,-0.13861045,0.49443895,-0.53294325,0.76227653,0.34815672,1.0817771,-0.12303448,0.7648686
2017-01-08 00:00:00,1.7002672,-1.286761,-0.05860117,-0.5097034,0.09322266,0.9781593,0.5959357,1.628382,-0.6756196,1.3014832
2017-01-08 01:00:00,2.0376506,-1.0941035,-0.22949985,-0.008234501,-0.15896766,0.911134,0.44406703,1.8775243,-0.4610048,1.0498539
2017-01-08 02:00:00,0.58434117,-0.54419595,0.10942179,0.9043265,-0.7389548,0.69544315,0.27082086,0.91476375,-0.05510336,0.46387213
2017-01-08 03:00:00,-0.21029007,-0.5711216,0.11340013,0.87227035,-0.5380212,0.6199821,0.03292048,0.40363327,-0.2414364,0.23357327
2017-01-08 04:00:00,0.24430454,-0.6904638,-0.2514976,0.7729701,-0.34832966,0.5534887,-0.12563196,0.5847295,-0.26472116,0.323572
2017-01-08 05:00:00,0.65725577,-1.0566387,-0.63448584,0.14969933,0.07325749,0.4132762,0.09764129,0.66971195,-0.4602633,0.37685078
2017-01-08 06:00:00,0.70898235,-1.3914878,-0.7708137,-0.049301565,0.39174548,0.42422593,0.34202453,0.73224497,-0.5593961,0.43271485
2017-01-08 07:00:00,1.0112267,-1.7793107,-0.94644964,-0.07091302,0.52456,0.49956432,0.21094064,0.84341466,-0.48818126,0.6311842
2017-01-08 08:00:00,0.94482875,-1.8034256,-0.81064713,-0.3083014,0.54513574,0.68004227,0.05318874,0.87250894,-0.5320095,0.8852572
2017-01-08 09:00:00,1.1886281,-2.1874723,-0.6303797,-1.2955986,0.81129515,0.99003994,-0.019460678,0.9686608,-0.8489113,1.1470995
2017-01-08 10:00:00,1.2451164,-2.0045485,-0.45486167,-1.2880853,0.8640392,0.968011,0.052185148,0.90693593,-1.009663,1.117439
