2.00E-02
2.39E-02
2.85E-02
3.40E-02
4.06E-02
4.85E-02
5.79E-02
6.91E-02
8.25E-02
9.85E-02
1.18E-01
1.40E-01
1.68E-01
2.00E-01
2.39E-01
2.85E-01
3.40E-01
4.06E-01
4.85E-01
5.79E-01
6.91E-01
8.25E-01
9.85E-01
1.18E+00
1.40E+00
1.68E+00
2.00E+00
2.39E+00
2.85E+00
3.40E+00
4.06E+00
4.85E+00
5.79E+00
6.91E+00
8.25E+00
9.85E+00
1.18E+01
1.40E+01
1.68E+01
2.00E+01
